id,titulo,titulos_alternativos
8277,Samurai Girls,"['Samurai Girls', 'Samuraï Girls: Expertes en Strip Fighting!', '百花繚乱 サムライガールズ', 'Hyakka Ryouran: Samurai Girls', 'Samurai Girls: Hyakka Ryouran']"
19157,Yo-kai Watch,"['Youkai Watch', 'Yo-Kai Watch', '妖怪ウォッチ', 'Yokai Watch', 'Yo-kai Watch']"
49210,The Grimm Variations,"['グリム組曲', 'Grimm Kumikyoku', 'The Grimm Variations']"
22663,World Break: Aria of Curse for a Holy Swordsman,"['Seiken Tsukai no Kinshuu Eishou', '聖剣使いの禁呪詠唱〈ワールドブレイク〉', 'World Break: Aria of Curse for a Holy Swordsman', 'World Break: Aria of Curse for a Holy Swordman', 'Seiken Tsukai no World Break', 'Warubure']"
50470,Phantom of the Idol,"['神クズ☆アイドル', 'Kami Kuzu☆Idol', 'Kami Kuzu Idol', 'Phantom of the Idol']"
58357,Sakuna: Of Rice and Ruin,"['Sakuna: Of Rice and Ruin', 'Tensui no Sakuna-hime', '天穂のサクナヒメ']"
54449,Ishura,"['Ishura', '異修羅']"
53439,Berserk of Gluttony,"['暴食のベルセルク', 'Berserk of Gluttony', 'Boushoku no Berserk']"
36817,Miss Caretaker of Sunohara-sou,"['すのはら荘の管理人さん', 'Miss Caretaker of Sunohara-sou', 'Sunohara-sou no Kanrinin-san']"
39583,number24,"['number24 ナンバー・トゥーフォー', 'number24']"
33018,Katsugeki Touken Ranbu,"['活撃／刀剣乱舞', 'Katsugeki Touken Ranbu', 'Katsugeki/Touken Ranbu']"
19067,Future Card Buddyfight,"['Future Card Buddyfight', 'フューチャーカード バディファイト']"
49533,My Master Has No Tail,"['うちの師匠はしっぽがない', 'Uchi no Shishou wa Shippo ga Nai', 'My Master Has No Tail']"
11241,Brave 10,"['Brave Ten', 'Brave10', 'Brave 10', 'ブレイブ・テン']"
30806,Schwarzes Marken,"['Schwarzes Marken', 'Schwarzesmarken', 'シュヴァルツェスマーケン']"
49515,Digimon Ghost Game,"['デジモンゴーストゲーム', 'Digimon Ghost Game']"
55731,Agate,"['Agate', 'Brainless Witch', 'Wu Nao Monu', '无脑魔女']"
53723,Acro Trip,"['Acro Trip', 'アクロトリップ']"
37293,Wo Jia Da Shixiong Naozi You Keng,"[""Our Big Brother's Mind Has A Problem"", '我家大师兄脑子有坑', 'Wo Jia Da Shixiong Naozi You Keng', ""There's a Pit in My Senior Martial Brother's Brain""]"
33668,Matoi the Sacred Slayer,"['Matoi the Sacred Slayer', 'Soushin Shoujo Matoi', '装神少女まとい']"
34280,Gamers!,"['ゲーマーズ！', 'Gamers!']"
38924,Nekopara,"['Neko Para', 'ネコぱら', 'Nekopara']"
44047,God of Desolation,"['God of Desolation', 'Tian Huang Zhan Shen', '天荒战神']"
21845,In Search of the Lost Future,"['失われた未来を求めて', 'In Search of the Lost Future', 'Waremete', 'Ushinawareta Mirai o Motomete', 'À la recherche du futur perdu', 'Ushinawareta Mirai wo Motomete']"
21639,Yu-Gi-Oh! Arc-V,"['Yu-Gi-Oh! Arc Five', 'Yuu Gi Ou! Arc-V', 'Yugioh', '遊☆戯☆王\u3000アーク・ファイブ ARC-V', 'Yu☆Gi☆Oh! Arc-V', 'Yu-Gi-Oh! Arc-V']"
36882,Arifureta: From Commonplace to World's Strongest,"['ありふれた職業で世界最強', 'Arifureta Shokugyou de Sekai Saikyou', ""Arifureta: From Commonplace to World's Strongest"", 'From Common Job Class to the Strongest in the World']"
26351,The Disappearance of Nagato Yuki-chan,"['The Disappearance of Nagato Yuki-chan', 'Das Verschwinden der Yuki Nagato', '長門有希ちゃんの消失', 'Nagato Yuki-chan no Shoushitsu', 'Disparition de Yuki', 'The Vanishing of Nagato Yuki-chan']"
48567,Visual Prison,"['Visual Prison', 'ヴィジュアルプリズン']"
16419,Glitter Force Doki Doki,"['Dokidoki! Precure', 'Glitter Force Doki Doki', 'Doki Doki! Pretty Cure', 'Doki Doki! Precure', 'ドキドキ! プリキュア']"
49470,My Stepmom's Daughter Is My Ex,"[""My Stepmom's Daughter Is My Ex"", '継母の連れ子が元カノだった', 'Mamahaha no Tsurego ga Motokano datta', 'My Stepsister is My Ex-Girlfriend', 'Tsurekano']"
50421,"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized","['Yowai 5000-nen no Soushoku Dragon', 'Iwarenaki Jaryuu Nintei', '齢5000年の草食ドラゴン、いわれなき邪竜認定', 'A Gentle Dragon of 5000 Years Old', 'It Was Recognized as an Evil Dragon Without Any Cause.', 'Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming', 'A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized', '食草老龙被冠以恶龙之名']"
60260,Hotel Inhumans,"['ホテル・インヒューマンズ', 'Hotel Inhumans']"
55694,The Galaxy Emperor,"['盖世帝尊', 'The Galaxy Emperor', 'Gaishi Dizun', 'Matchless Emperor']"
53237,Shy,"['Shy', 'シャイ']"
37487,Muhyo & Roji's Bureau of Supernatural Investigation,"['Muhyo to Rouji no Mahouritsu Soudan Jimusho', ""Muhyo & Rôji: Bureau d'investigation des affaires du paranormal"", ""Muhyo & Roji's Bureau of Supernatural Investigation"", 'ムヒョとロージーの魔法律相談事務所']"
30652,Long Riders!,"['Long Riders!', 'Longriders!', 'ろんぐらいだぁす！']"
38276,After School Dice Club,"['Houkago Saikoro Club', 'After School Dice Club', 'Houkago Saikoro Kurabu', '放課後さいころ倶楽部']"
37963,Caramel Honey,"['Caramel Honey', 'からめるハニー']"
34881,AHO-GIRL,"['Aho Girl', 'AHO-GIRL', 'アホガール', 'Dummy Girl', 'Ahogaru: Clueless Girl', 'Aho-Girl']"
32032,KADO: The Right Answer,"['KADO: The Right Answer', 'Seikaisuru Kado', '正解するカド']"
40595,Our Last Crusade or the Rise of a New World,"['Our Last Crusade or the Rise of a New World', 'キミと僕の最後の戦場、あるいは世界が始まる聖戦', ""or Perhaps the Beginning of the World's Holy War"", 'The Last Battlefield Between You and I', 'Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen', 'Kimisen']"
38940,Cop Craft,"['Cop Craft', 'COP CRAFT [コップクラフト]']"
14627,Recorder to Randoseru,"['Recorder to Ransel', 'Recorder and Randsell', 'Recorder to Randoseru', 'リコーダーとランドセル', 'Recorder and Satchel', 'Recorder and Backpack']"
61420,Ancient War Soul,"['太古战魂', 'Ancient War Soul', 'Taigu Zhan Hun']"
53848,Firefighter Daigo: Rescuer in Orange,"['Megumi no Daigo: Kyuukoku no Orange', 'め組の大吾 救国のオレンジ', 'Firefighter Daigo: Rescuer in Orange']"
52611,Sweet Reincarnation,"['Okashi na Tensei', 'Treat of Reincarnation', 'Sweet Reincarnation', 'おかしな転生']"
51403,Love Flops,"['Love Flops', 'Renai Flops', '恋愛フロップス']"
17919,Wish Upon the Pleiades,"['Afterschool Pleiades', 'Wish Upon the Pleiades', '放課後のプレアデス', 'Hokago no Pleiades', 'Houkago no Pleiades (TV)']"
31680,Super Lovers,"['SUPER LOVERS（スーパーラヴァーズ）', 'Super Lovers']"
36654,We Rent Tsukumogami,"['Tsukumogami Kashimasu', 'We Rent Tsukumogami', 'つくもがみ貸します']"
34866,Yu-Gi-Oh! VRAINS,"['Yuu Gi Ou!', 'Yugioh', '遊戯王VRAINS', 'Yu☆Gi☆Oh! VRAINS', 'Yu-Gi-Oh! Vrains', 'Yu-Gi-Oh! VRAINS']"
38009,Re:Stage! Dream Days♪,"['Re:Stage! Dream Days♪', 'Re:ステージ! ドリームデイズ♪']"
7088,Demon King Daimao,"['Ichiban Ushiro no Dai Mao', 'Demon King Daimao', 'Ichiban Ushiro no Daimaou', 'いちばんうしろの大魔王']"
34839,Sanrio Boys,"['Sanrio Danshi', 'サンリオ男子', 'Sanrio Boys']"
48425,Akuma-kun (ONA),"['Akuma-kun (ONA)', '悪魔くん']"
11703,Code:Breaker,"['Code Breaker', 'CØDE:BREAKER', 'Code:Breaker']"
19841,Super Seisyun Brothers,"['Super Seisyun Brothers', 'Super Seishun Brothers', 'Super Seisyun Brothers -超青春姉弟s-', 'SSB']"
60139,Neverland,"['ネバーランド', 'Neverland']"
56647,Blue Miburo,"['青のミブロ', 'Blue Miburo', 'The Blue Wolves of Mibu', 'Ao no Miburo']"
54275,TenPuru: No One Can Live on Loneliness,"['TenPuru: No One Can Live on Loneliness', 'てんぷる', 'Temple']"
12461,Hiiro no Kakera: The Tamayori Princess Saga,"['Hiiro no Kakera', 'Scarlet Fragment', 'Hiiro No Kakera', 'Hiiro no Kakera: Tamayori Hime Kitan', 'Hiiro no Kakera: The Tamayori Princess Saga', '緋色の欠片']"
38022,Monster Strike the Animation,"['モンスターストライク The Animation', 'Monster Strike The Animation', 'Monster Strike the Animation']"
38006,League of Nations Air Force Aviation Magic Band Luminous Witches,"['Ongakutai Witches', 'Allied Air Force Magical Idols Luminous Witches', 'League of Nations Air Force Aviation Magic Band Luminous Witches', '連盟空軍航空魔法音楽隊 ルミナスウィッチーズ', 'Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches', 'Idol Witches']"
33733,Inazuma Eleven: Ares,"['Inazuma Eleven: Ares', 'Inazuma Eleven: Balance of Ares', 'Inazuma Eleven: Ares no Tenbin', 'イナズマイレブン アレスの天秤']"
8624,Digimon Fusion,"['Digimon Fusion', 'Digimon Xros Wars', 'デジモンクロスウォーズ', 'Digimon 6 Fusión', 'Digimon Cross Wars']"
27737,Battle Spirits: Burning Soul,"['Battle Spirits: Burning Soul', 'Battle Spirits Season 8', 'バトルスピリッツ烈火魂〈バーニングソウル〉', 'Battle Spirits 2015']"
6741,Makai Senki Disgaea: Welcome to Netherworld,"['Makai Senki Disgaea: Welcome to Netherworld', 'Makai Senki Disgaea: Makai e no Shoutaijou', 'Makai Senki Disgaea Trailer', '魔界戦記ディスガイア 魔界への招待状']"
41911,Yashahime: Princess Half-Demon,"['半妖の夜叉姫 -戦国御伽草子-', 'Hanyou no Yashahime: Sengoku Otogizoushi', 'Yashahime: Princess Half-Demon']"
38778,Ao-chan Can't Study!,"['淫らな青ちゃんは勉強ができない', ""Ao-chan Can't Study!"", 'Midara na Ao-chan wa Benkyou ga Dekinai']"
16199,Girls & Panzer: Shoukai Shimasu!,"['Girls & Panzer: Shoukai Shimasu!', 'Girls und Panzer Episode 5.5', 'Girls und Panzer Recaps', 'Girls und Panzer Episode 10.5', 'Girls und Panzer: Introductions!', 'ガールズ&パンツァー 紹介します！']"
50864,Kaina of the Great Snow Sea,"['大雪海のカイナ', 'Ooyukiumi no Kaina', 'Kaina of the Great Snow Sea']"
48363,RPG Real Estate,"['RPG Fudousan', 'RPG不動産', 'RPG Real Estate']"
49385,Miss Kuroitsu from the Monster Development Department,"['怪人開発部の黒井津さん', 'Miss Kuroitsu from the Monster Development Department', 'Kaijin Kaihatsu-bu no Kuroitsu-san']"
59967,Immortal Doctor In Modern City,"['Du Shi Gu Xian Yi', 'Urban Miracle Doctor', 'Immortal Doctor In Modern City', '都市古仙医']"
57380,A Journey Through Another World: Raising Kids While Adventuring,"['Isekai Yururi Kikou: Raising Children While Being an Adventurer', 'Isekai Yururi Kikou: Kosodate shinagara Boukensha shimasu', 'Iseyuru', '異世界ゆるり紀行 ～子育てしながら冒険者します～', 'A Journey Through Another World: Raising Kids While Adventuring']"
56064,Challenge the World!,"['Kimi ni Aeta!', 'キミに会えた！', 'Pokemon WCS2023', 'Challenge the World!']"
55693,Soul of Light,"['Zhen Yang Wushen', 'Soul of Light', '真阳武神']"
53012,The Human Crazy University,"['ヒューマンバグ大学', 'The Human Crazy University', 'Human Bug Daigaku']"
52608,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,"[""The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far"", '転生貴族の異世界冒険録～自重を知らない神々の使徒～', 'Chronicles of an Aristocrat Reborn in Another World: The Apostle of the Gods Who Know No Self-Restraint', 'Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito']"
51817,Yuri is My Job!,"['Watayuri', 'Watashi no Yuri wa Oshigoto desu!', '私の百合はお仕事です！', 'Yuri is My Job!', 'Schwestern in Liebe!']"
51517,Millenniums Of Warring States,"['Warring States Of A Millenia', 'Zhan Qiannian', '战千年', 'Millenniums Of Warring States']"
51693,Kamikatsu: Working for God in a Godless World,"['What God Does in a World Without Gods', 'Kaminaki Sekai no Kamisama Katsudou', 'Kamikatsu', '神無き世界のカミサマ活動', 'Kamikatsu: Working for God in a Godless World']"
36871,Ultraman,"['Ultraman', 'ULTRAMAN']"
21541,"The ""Hentai"" Prince and the Stony Cat.: Henneko BBS","['変態王子と笑わない猫。へんねこBBS', 'The ""Hentai"" Prince and the Stony Cat.: Henneko BBS', 'Hentai Ouji to Warawanai Neko. Specials', 'Hentai Ouji to Warawanai Neko.: Henneko BBS']"
40208,Those Years I Opened a Zoo,"['Those Years I Opened a Zoo', '我开动物园那些年', 'Wo Kai Dongwuyuan Naxie Nian']"
40994,Stars Fall,"['你在星光深处', 'Ni Zai Xing Guang Shen Chu', 'Stars Fall']"
31049,Beyblade Burst,"['ベイブレードバースト', 'Beyblade Burst']"
42514,Anime Kapibarasan,"['Anime Kapibara-san', 'Animation Kapibara-san', 'Anime Kapibarasan', 'Anime Kabibarasan', 'アニメ カピバラさん']"
40677,Argonavis from BanG Dream!,"['アルゴナビス from BanG Dream!', 'Argonavis from BanG Dream!']"
23233,The Testament of Sister New Devil,"['新妹魔王の契約者〈テスタメント〉', 'Shinmai Maou no Testament', 'The Testament of Sister New Devil', 'Shinmai Maou no Keiyakusha']"
43690,High-Rise Invasion,"['Invasión de Altura', 'High-Rise Invasion', 'Sky Violation', 'Tenkuu Shinpan', 'Sky-High Survival', '天空侵犯']"
45572,The Honor Student at Magic High School,"['Mahouka Koukou no Yuutousei', 'The Honor Student at Magic High School', '魔法科高校の優等生']"
13161,Aesthetica of a Rogue Hero,"['Hagure Yuusha no Aesthetica', 'Hagure Yuusha no Estetica', 'Aesthetica of a Rogue Hero', 'はぐれ勇者の鬼畜美学〈エステティカ〉']"
50673,Pokémon: The Arceus Chronicles,"['Pocket Monsters: The Hallowed God', 'Pokémon: The Arceus Chronicles', 'Arceus', 'ポケットモンスター 神とよばれし アルセウス', 'Pocket Monsters: Arceus Who is Called a God', 'Pokemon (2019): Kami to Yobareshi Arceus']"
33197,Lostorage incited WIXOSS,"['Lostorage incited WIXOSS', 'Lostorage Incited WIXOSS']"
31537,Mysteria Friends,"['Shingeki no Bahamut: Manaria Friends', 'Rage of Bahamut: Manaria Friends', 'マナリアフレンズ', 'Mysteria Friends', 'Manaria Friends']"
59342,Hell Teacher: Jigoku Sensei Nube,"['Jigoku Sensei Nube (2025)', 'Hell Teacher: Jigoku Sensei Nube', 'Hell Teacher Nube', '地獄先生ぬ～べ～']"
54233,Whisper Me a Love Song,"['ささやくように恋を唄う', 'Sasayaku You ni Koi wo Utau', 'Whisper Me a Love Song', 'Whispering You a Love Song', 'Sasakoi']"
53858,Kira Killer,"['Kira Killer', '綺羅キラ']"
53213,Revenger,"['REVENGER (リベンジャー)', 'Revenger']"
52031,Junji Ito Maniac: Japanese Tales of the Macabre,"['Itou Junji: Maniac', '伊藤潤二『マニアック』', 'Junji Ito Maniac: Japanese Tales of the Macabre']"
33305,Hua Jianghu: Ling Zhu,"['A Portrait of Jianghu: Spirit Master', 'Painted Jianghu 2', 'Hua Jianghu: Ling Zhu', '画江湖之灵主']"
10079,A Bridge to the Starry Skies,"['A Bridge to the Starry Skies (Hoshizora e Kakaru Hashi)', '星空へ架かる橋', 'Hoshizora e Kakaru Hashi', 'A Bridge to the Starry Skies']"
33850,Libra of Nil Admirari,"['ニル・アドミラリの天秤', 'Libra of Nil Admirari', 'Nil Admirari no Tenbin', 'The Scales of Nil Admirari ~The Mysterious Story of Teito~']"
50443,Rift,"['時空の隙', 'Shikong Zhi Xi', '时空之隙', 'Time and Space', 'Rift']"
34474,Tsukipro The Animation,"['Tsukipro The Animation', 'TSUKIPRO THE ANIMATION']"
28817,Mikagura School Suite,"['Mikagura Gakuen Kumikyoku (TV)', 'ミカグラ学園組曲', 'Mikagura School Suite']"
8208,Hell Teacher Nube,"['Jigoku Sensei Nube (Movie)', 'Jigoku Sensei Nube (1996)', '地獄先生ぬ〜べ〜', 'Hell Teacher Nube']"
19919,Tesagure! Bukatsumono,"['Tesagure! Bukatsumono', 'てさぐれ！部活もの', 'Tesagure! Bukatsu-mono']"
50446,Blade of Dawn,"['Blade of Dawn', 'Liming Zhi Jian', 'The Sword Of Dawn', 'Changye Kaita Zhe', '长夜开拓者', 'Changye Kaituozhe']"
31404,And you thought there is never a girl online?,"['And You Thought There is Never a Girl Online?', 'NetoYome', 'ネトゲの嫁は女の子じゃないと思った？', 'Net Game no Yome wa Onna no Ko ja Nai to Omotta?', 'Netoge no Yome wa Onnanoko ja Nai to Omotta?', 'And you thought there is never a girl online?']"
60933,Li'l Miss Vampire Can't Suck Right,"['ちゃんと吸えない吸血鬼ちゃん', 'Chanto Suenai Kyuuketsuki-chan', 'Chi wo Suu no ga Meccha Heta na Kyuuketsuki no Hanashi', ""Li'l Miss Vampire Can't Suck Right"", 'A Vampire Who Is Inept at Sucking Blood', ""Vampires chan Can't Suck Properly""]"
59689,Cultural Exchange With a Game Centre Girl,"['Cross-Cultural Exchange With the Girl at the Arcade', 'Cultural Exchange With a Game Centre Girl', 'Game Center Shoujo to Ibunka Kouryuu', 'ゲーセン少女と異文化交流', 'Game Center Ibunka Kouryuu', 'Game Center de Shoujo to Ibunka Kouryuu Suru Hanashi', 'Geesen Shoujo to Ibunka Kouryuu']"
57656,Otherworldly Evil Monarch,"['异人君莫邪', 'Yiren Jun Moxie', 'Yi Ren Jun Moye', 'Otherworldly Evil Monarch']"
54737,Hundred Refining Soaring Record,"['Hundred Refining Soaring Record', '百炼飞升录', 'Bai Lian Feisheng Lu']"
36661,The Guardian,"['Da Hu Fa', 'Dahufa', 'Da Hufa', 'The Guardian', '大护法', 'Da Hufa Zhi Hei Huangsheng']"
19855,Nobunagun,"['Nobunagun', 'Nobunagan', 'ノブナガン']"
8536,Fortune Arterial: Akai Yakusoku,"['FORTUNE ARTERIAL 赤い約束', 'Fortune Arterial: Akai Yakusoku']"
37587,Lapis Re:LiGHTs,"['Lapis Re:LiGHTs', 'ラピスリライツ']"
34580,Fastest Finger First,"['Nanamaru Sanbatsu', 'Fastest Finger First', 'Fastest Finger First (Nana Maru San Batsu)', '7O3X', 'ナナマル サンバツ', 'Nana Maru San Batsu']"
39417,Granbelm,"['Granbelm', 'グランベルム']"
33045,Dream Festival!,"['Dre-Fes!', 'Dream Festival!', 'ドリフェス！']"
32483,Cheer Boys!!,"['チア男子!!', 'Cheer Boys!!', 'Cheer Danshi!!']"
31456,Code:Realize ~Guardian of Rebirth~,"['Code:Realize - Sousei no Himegimi', 'Code: Realize -Guardian of Rebirth-', 'Code: Realize ~Guardian of Rebirth~', 'Code:Realize ~Guardian of Rebirth~', 'Code:Realize - Guardian of Rebirth', 'Code:Realize ～創世の姫君～']"
44062,Chu Feng: Yi Dian Zhi Zi,"['Chu Feng: Yi Dian Zhi Zi', 'Chu Feng: Son of Eden', '雏蜂 伊甸之子', 'Chu Feng: SOE']"
41392,Otherside Picnic,"['裏世界ピクニック', 'Otherside Picnic', 'Urasekai Picnic']"
59961,"With Vengeance, Sincerely, Your Broken Saintess","['The Holy Wound Became a Villain Vengeance from a Saint Full of Wounds', 'Kizu darake Seijo yori Houfuku wo Komete', 'With Vengeance, Sincerely, Your Broken Saintess', '傷だらけ聖女より報復をこめて']"
51549,Blood and Heart: The Legendary Life of a Japanese Youth in China,"['血と心ーー砂原恵さんの波乱な青春', 'Blood and Heart: The Legendary Life of a Japanese Youth in China', '血与心', 'Xue Yu Xin']"
51561,Dilemma,"['Dilemma', 'ジレンマ']"
36502,MahoYome,"['まほよめ', 'MahoYome', ""The Ancient Magus' Bride"", ""The Magician's Bride"", 'Magic Bride', 'Maho Yome']"
38429,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,"['Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra', ""Akiyama Yukari's Tank Course Extra"", '『ガールズ＆パンツァー』「不肖・秋山優花里の戦車講座～EXTRA～」', 'Girls und Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra']"
35983,Harukana Receive,"['Harukana Receive', 'はるかなレシーブ']"
25099,Shomin Sample,"['Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken', ""Shomin Sample: Get's Shomin Sample"", 'Shomin Sample', '俺がお嬢様学校に「庶民サンプル」としてゲッツされた件', 'Story in Which I Was Kidnapped by a Young Lady\'s School to be a ""Sample of the Common People""', 'Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken']"
30437,Wakakozake,"['Wakakozake', 'Wakako Sake', 'Wakako-zake', 'ワカコ酒']"
37345,Plunderer,"['Plunderer', 'プランダラ']"
43229,Godzilla Singular Point,"['Godzilla Singular Point', 'ゴジラ S.P ＜シンギュラポイント＞', 'Godzilla: S.P']"
48875,Lighter & Princess Dress,"['Lighter & Princess Dress', '打火机与公主裙', 'Lighter & Skirt', 'Dahuoji Yu Gongzhu Qun', 'Lighter & Princess']"
16355,The Severing Crime Edge,"['断裁分離のクライムエッジ', 'The Severing Crime Edge', 'Dansai Bunri no Crime Edge']"
10213,Majikoi: Oh! Samurai Girls,"['Majikoi: Oh! Samurai Girls', '真剣で私に恋しなさい！', 'Majikoi Oh! Samurai Girls', 'Love Me', 'Seriously!!', 'Maji de Watashi ni Koi Shinasai!']"
22877,Blade Dance of the Elementalers,"['Seireitsukai no Blade Dance', 'Seirei Tsukai no Kenbu', 'Seirei Tsukai no Blade Dance', 'Bladedance of Elementalers', 'Blade Dance of the Elementalers', '精霊使いの剣舞〈ブレイドダンス〉']"
59484,Mechanical Marie,"['Kikaijikake no Marie', '機械じかけのマリー', 'Mechanical Marie']"
59130,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,"['Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin', 'Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku', '異世界黙示録マイノグーラ ～破滅の文明で始める世界征服～']"
55997,"I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time","['Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu', 'ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います', 'Girumasu', ""I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time""]"
51726,Everlasting God Of Sword,"['Wangu Jian Shen', 'Everlasting God Of Sword', '万古剑神', 'Wangu Jian Shen (2022)']"
36902,Magical Girl Ore,"['魔法少女 俺', 'Magical Girl Boy', 'Magical Girl Me', 'Magical Girl Ore', 'Mahou Shoujo Ore']"
34834,Hina Logic – from Luck & Logic,"['Hina Logic: From Luck & Logic', 'ひなろじ～from Luck & Logic～', 'Hina Logic - from Luck & Logic', 'Hina Logi: From Luck & Logic', 'Hina Logic – from Luck & Logic']"
10197,Nyanpire The Animation,"['Nyanpire The Animation', 'にゃんぱいあ The Animation']"
31716,Rewrite,"['リライト', 'Rewrite']"
37433,Okko's Inn,"[""Okko's Inn"", '若おかみは小学生！', 'Wakaokami wa Shougakusei!']"
39674,Gundam vs Hello Kitty,"['Gundam vs Hello Kitty', 'ガンダムvsハローキティ']"
31147,Concrete Revolutio,"['コンクリート・レボルティオ～超人幻想～', 'ConRevo', 'Concrete Revolutio', 'Concrete Revolutio: Choujin Gensou']"
42808,Shenmue the Animation,"['Shenmue the Animation', 'シェンムー']"
50378,Proud Swordsman,"['Renjian Zui Deyi', 'Proud Swordsman', '人间最得意']"
17082,Aiura,"['あいうら', 'Aiura']"
60303,"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!","['信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します!', 'Backstabbed in a Backwater Dungeon: My Trusted Companions Tried to Kill Me', 'But Thanks to the Gift of an Unlimited Gacha I Got LVL 9999 Friends and Am Out For Revenge on My Former Party Members and the World', 'Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!', ""My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!""]"
58493,The King of Wandering Cultivators,"['The King of Wandering Cultivators', '散修之王', 'The King of Casual Cultivators', 'San Xiuzhi Wang']"
56497,Secret Mission: Undercover Agents Never Back Down!,"['Secret Mission: Sennyuu Sousakan wa Zettai ni Makenai!', 'Secret Mission: Undercover Agents Never Back Down!', 'しーくれっとみっしょん~潜入捜査官は絶対に負けない!~']"
21835,Majin Bone,"['マジンボーン', 'Majin Bone']"
38004,Strike Witches: 501st JOINT FIGHTER WING Take Off!,"['ストライクウィッチーズ 501部隊発進しますっ！', 'Strike Witches: 501 Butai Hasshin Shimasu!', 'Strike Witches: 501st Joint Fighter Wing Take Off!', 'Strike Witches: 501st JOINT FIGHTER WING Take Off!']"
34148,Nyanko Days,"['Nyanko Days', 'にゃんこデイズ']"
24075,Persona 4 the Golden Animation,"['P4GA', 'ペルソナ4 ザ・ゴールデンアニメーション', 'Persona 4 The Golden Animation', 'Persona 4 the Golden Animation']"
28391,Aokana: Four Rhythm Across the Blue,"['Aokana', 'Ao no Kanata no Four Rhythm', 'Aokana: Four Rhythm Across the Blue', 'Anokana: Four Rhythm Across The Blue', '蒼の彼方のフォーリズム']"
7590,Stray Cats Overrun!,"['Stray Cats Overrun!', 'Mayoi Neko Overrun!', '迷い猫オーバーラン!']"
21177,Nobunaga the Fool,"['Nobunaga the Fool', 'ノブナガ・ザ・フール']"
50633,Jiandao Di Yi Xian,"['剑道第一仙', 'Jiandao Di Yi Xian', 'Supreme Sword God']"
33314,Digimon Universe App Monsters,"['Digimon Universe App Monsters', 'Appmon', 'Digimon Universe: Appli Monsters', 'デジモンユニバース アプリモンスターズ']"
9922,We Without Wings – Under the Innocent Sky,"['We Without Wings – Under the Innocent Sky', 'Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.', 'Oretsuba', 'Ore-tachi ni Tsubasa wa Nai', '俺たちに翼はない -under the innocent sky.', 'We, Without Wings: Under the Innocent Sky', ""We Don't Have Wings""]"
60951,The Shy Hero and the Assassin Princesses,"['The Shy Hero and the Assassin Princesses', 'Kizetsu Yuusha to Ansatsu Hime', 'The Stunned Hero and the Assassin Princesses', '気絶勇者と暗殺姫']"
60665,Solo Camping for Two,"['Solo Camping for Two', 'Futari Solo Camp', 'ふたりソロキャンプ']"
59327,The Legend of Sky Lord,"['Shen Wu Tianzun', 'The Legend of Sky Lord', '神武天尊']"
53632,The Dreaming Boy is a Realist,"['The Dreaming Boy is a Realist', 'Yumemiru Danshi wa Genjitsushugisha', '夢見る男子は現実主義者']"
52717,Harem Camp!,"['Harem Camp!', 'ハーレムきゃんぷっ!']"
38903,Moonrise,"['Moonrise', 'ムーンライズ']"
39337,"Backwasher! Her and I, in the Women's Bath!?","['Araiya-san!: Ore to Aitsu ga Onnayu de!?', '洗い屋さん! ~俺とアイツが女湯で!?~', ""Washer! She and I in the Women's Bath!?"", ""Backwasher! Her and I, in the Women's Bath!?"", 'Miss Washer!: Her and I in Female Bath!?']"
